"text","SVM_LABEL","SVM_PROB","original_text","lon","lat","state"
"good year beat passeng plane fire angri ceo tco kyeztiqvd","1",0.847913765332268,"@united not having a good year. beating passengers, planes on fire, angry CEO... https://t.co/KyeztiQv2d",-74.0059413,40.7127837,"new york"
"flight delay sit plane one can give straight answer","1",0.992351036602633,"When your @united flight is delayed while you're sitting on the plane and no one can give you a straight answer.",-74.4056612,40.0583238,"new jersey"
"sure dad took video name vimal solanki","2",0.665380753191563,"@KGOdesk @united @CNN @PIX11News Sure, dad took the video. His name is Vimal Solanki.",-75.1652215,39.9525839,"pennsylvania"
"rt fli tomorrow morn prepar possibl delay cancellation due tonight divers like","1",0.827091072494495,"RT @AirlineFlyer: If flying @united tomorrow morning, be prepared for possible delays and cancellatione due to tonight's diversions and lik<U+2026>",-74.0029883,40.723301,"new york"
"rt fli tomorrow morn prepar possibl delay cancellation due tonight divers like","1",0.827091072494495,"RT @AirlineFlyer: If flying @united tomorrow morning, be prepared for possible delays and cancellatione due to tonight's diversions and lik<U+2026>",-73.9996308,40.7579035,"new york"
"hold lemm ask dad edbdedbad","1",0.772693436801738,"@gabbymbabii @united hold up lemme ask my dad <ed><U+00A0><U+00BD><ed><U+00B8><U+00AD>",-74.4056612,40.0583238,"new jersey"
"break engin fire board flt forc emerg plane evacu temporari airport close tco rkrcnzjcq","1",0.993508470907038,"BREAKING: Engine fire on board @united flt @EWRairport forces emergency plane evacuation and temporary airport clos<U+2026> https://t.co/RKR1CnzjCq",-74.0059413,40.7127837,"new york"
"rt glad ok race now report engin fire plane amp emerg evac passeng abc","1",0.5,"RT @LucyYang7: Glad you're ok. I'm racing to @EWRairport now after reports of engine fire @united plane &amp; emergency evac of passengers #abc<U+2026>",NA,NA,NA
"rt fyi close issu flight tco daxfxkqn","1",0.582564629588608,"RT @RayVilleda: FYI. @EWRairport is closed, after issue with @united flight. @NBCNewYork https://t.co/5daxFX7Kqn",-74.0059413,40.7127837,"new york"
"rt fyi close issu flight tco daxfxkqn","1",0.582564629588608,"RT @RayVilleda: FYI. @EWRairport is closed, after issue with @united flight. @NBCNewYork https://t.co/5daxFX7Kqn",-73.9848505,40.7217267,"new york"
"rt dad flight intern engin failurenewark airport shut slide inflat exit ramp","1",0.671918137686624,"RT @HershSolanki: Dad was on this @united flight, internal engine failure--Newark airport shut down. Had to slide down inflatable exit ramp<U+2026>",-122.0321823,37.3229978,"california"
"glad ok race now report engin fire plane amp emerg evac passen tco yzfqwraqm","2",0.860948565006424,"Glad you're ok. I'm racing to @EWRairport now after reports of engine fire @united plane &amp; emergency evac of passen<U+2026> https://t.co/YZfqwRAq0m",-74.0059413,40.7127837,"new york"
"rt fyi close issu flight tco daxfxkqn","1",0.582564629588608,"RT @RayVilleda: FYI. @EWRairport is closed, after issue with @united flight. @NBCNewYork https://t.co/5daxFX7Kqn",-74.0059413,40.7127837,"new york"
"dad flight intern engin failurenewark airport shut slide inflat exi tco yiynavopp","1",0.514502289183098,"Dad was on this @united flight, internal engine failure--Newark airport shut down. Had to slide down inflatable exi<U+2026> https://t.co/Y7iynAVOpp",-75.1652215,39.9525839,"pennsylvania"
"yup flight ua engin caught fire now cop yell friend hes take video wtf","1",0.858967595607827,"yup @united flight UA1579 ENGINE CAUGHT FIRE and now cops are yelling at my friend. hes taking video. wtf are you doing??????",-73.9441579,40.6781784,"new york"
"good job rex ask permiss much nicer number outlet","1",0.509851205346847,"@Rexamoto @lo_toney @united @EWRairport @ABC Good job Rex, your asking for permission is so much nicer than a number of other outlets.",-74.4056612,40.0583238,"new jersey"
"fli tomorrow morn prepar possibl delay cancellation due tonight divers e tco iloutpdg","1",0.867023887328148,"If flying @united tomorrow morning, be prepared for possible delays and cancellatione due to tonight's diversions a<U+2026> https://t.co/5iloUtP9Dg",-74.0059413,40.7127837,"new york"
"wow yr plane catch fire take youv got cop yell ppl tri get shut bff almost die","2",0.769372359211577,"WOW @united, yr plane catches fire before take off and youve got cops yelling at ppl? are you trying to get shut down? my bff almost died!",-73.9441579,40.6781784,"new york"
"work open","2",0.643564768347664,"@ayhayes @EWRairport @united @NBCNewYork Working on opening it up",-74.0059413,40.7127837,"new york"
"rt fyi close issu flight tco daxfxkqn","1",0.582564629588608,"RT @RayVilleda: FYI. @EWRairport is closed, after issue with @united flight. @NBCNewYork https://t.co/5daxFX7Kqn",-111.6133581,40.1856733,"utah"
"use test slide cool first time get old tco cukyphtk","2",0.539544758442159,"@robgo @lo_toney @united @EWRairport I used to test the slides. Cool the first 10 times but after that it gets old.<U+2026> https://t.co/CuK3yPhT3k",-74.4056612,40.0583238,"new jersey"
"rt fyi close issu flight tco daxfxkqn","1",0.582564629588608,"RT @RayVilleda: FYI. @EWRairport is closed, after issue with @united flight. @NBCNewYork https://t.co/5daxFX7Kqn",-82.907123,40.4172871,"ohio"
"fyi close issu flight tco daxfxkqn","1",0.582564629588608,"FYI. @EWRairport is closed, after issue with @united flight. @NBCNewYork https://t.co/5daxFX7Kqn",-74.0059413,40.7127837,"new york"
"tnx tri dm let unless follow dm email andreacavalli com","1",0.665834205258318,"@lo_toney @united @EWRairport Tnx! I tried to DM but it won't let me unless you follow. DM or email andrea.cavallier@pix11.com",-74.0059413,40.7127837,"new york"
"work take video can nbcu permiss use platform amp partner","1",0.694049347747843,"@lo_toney @united @EWRairport I work @nbcnews. Did you take this video? Can NBCU have permission to use them on our platforms &amp; partners?",-74.0059413,40.7127837,"new york"
"hi produc can pleas use video platform bre tco sfzfmhkwg","1",0.505971344217941,"@lo_toney @united @EWRairport Hi, I'm a producer with @ABC can we please use your video on all of our platforms, br<U+2026> https://t.co/sFzFMH7kWg",-74.0059413,40.7127837,"new york"
"hey can use video platform tv internet can talk","1",0.897163653236467,"@lo_toney @united @EWRairport Hey there with @NBCNewYork can we use this video on our platforms - on TV and internet? Can we talk to you?",-74.0059413,40.7127837,"new york"
"thank much stay safe live show new jersey e tco pcyfg","2",0.98351049869981,"@lo_toney @united @EWRairport @News12NJ Thank you so much. Stay safe. We have a live show in New Jersey. Would you<U+2026> https://t.co/p7cY76fgs4",-74.0059413,40.7127837,"new york"
"will work nbc news pictur plane can send us use e tco knxryz","2",0.599669071770078,"@WillMansfield @united I will.  I work at NBC News.  Do you have a picture of the plane you can send us for use on<U+2026> https://t.co/kn1x5RY2Z8",-74.0059413,40.7127837,"new york"
"thank god everyon ok son wait take anoth flight told issu","2",0.795882433652443,"@lo_toney @united @EWRairport Thank god everyone is ok.  My son is waiting to take off on another flight and told me there was an issue",-73.9441579,40.6781784,"new york"
"yo rout new polari seat","2",0.865518997721966,"Yo @united which routes have the new Polaris seating??",-74.0059413,40.7127837,"new york"
"glad see ur ok take video can fox use air onlin fe tco dhutwanjf","2",0.681328379883321,"@lo_toney @united @EWRairport Glad to see UR OK. Did you take this video If so can Fox 5 use it on air online and f<U+2026> https://t.co/DHUtwA1NjF",-74.0059413,40.7127837,"new york"
"hi hope okay may use video air thank","2",0.898790190730296,"@lo_toney @united @EWRairport Hi! Hope you are okay. May @News12NJ use your video for air? Thank you.",-74.0059413,40.7127837,"new york"
"hi andrea pix news nyc can use video air onlin wite tco vcgistfait","1",0.730838319868062,"@lo_toney @united @EWRairport Hi there, Andrea with PIX11 News in NYC - can we use this video on air and online wit<U+2026> https://t.co/vCgISTfaIT",-74.0059413,40.7127837,"new york"
"know take complaint know remedi complaint realli moe tco gjsktqpm","1",0.889037669609858,"@united You know how to take the complaint But you don't know how to remedy the complaint. And really that's the mo<U+2026> https://t.co/g5jsKT2QPM",NA,NA,NA
"hi glad hear safe may use video broadcast attribut thank","2",0.991758726716166,"@lo_toney @united @EWRairport Hi! Glad to hear you're safe! May we use this video in our broadcast, with attribution? Thanks!",-73.6834621,41.0192641,"new york"
"hello wcbs may get permiss use video will credit","1",0.618567706285169,"@lo_toney @united @EWRairport Hello, I'm with WCBS, may we get permission to use your video? We will credit you.",-74.0059413,40.7127837,"new york"
"give chanc unit yeah flight cancel tarmac hour delay tco gudebiouc","1",0.99105156225209,"Me: give @united a chance
United: yeah, your flight is canceled on the tarmac after a 3 hour delay https://t.co/GuDEbIoUCe",-122.4194155,37.7749295,"california"
"welcom home","2",0.621209371271028,"@JenniferBulandr @marcbulandr @atharafzal @ntmia68 @pchando @MFBrooklyn @kapuzie @united @spintoliz @TerriSeese Welcome home!",-73.134961,40.789142,"new york"
"break man maga hat remov plane tco bernxlg","1",0.653620409734548,"BREAKING: Man with MAGA hat removed from plane @united https://t.co/1bERn0x3LG",-74.0059413,40.7127837,"new york"
"son first time fli thank excit tco iqoauiplma","2",0.988032574123854,"My son's first time flying. Thanks @united! #excited https://t.co/IQoaUiplma",-74.0059413,40.7127837,"new york"
"yeah realli like one never crowd either","2",0.68956203830442,"@airchive @united @EWRairport yeah I really like that one! Never too crowded either.",-115.1745559,36.1023715,"nevada"
"hi etc expir today way get extens pleas help","1",0.638702311857089,"@united Hi I have a ETC that expires today, is there any way to get an extension on this? Please help!",-73.9441579,40.6781784,"new york"
"now half hour past departur time singl announc honest much better crew standi tco jkjukpj","1",0.963869555703061,"@JetBlue And now half hour past departure time, not a single announcement. Honest, @united much better. Crew standi<U+2026> https://t.co/7j2kJUKPJe",-115.1745559,36.1023715,"nevada"
"even though deliv gear merch shall deliv rockshow thedamnedbellray theshowmustgoon","1",0.810152370793582,"Even though @united hasn't delivered our gear or merch we shall deliver a #RockShow #TheDamnedBellRays #TheShowMustGoOn",-117.3961564,33.9533487,"california"
"relat big citi shit gonna overpr","1",0.971221071889248,"@AlexBlom @united If this is in any relatively big city, that shit is gonna be overpriced",-73.9441579,40.6781784,"new york"
"offer servic work privat screen broken video took internet connect m come tweet ebefbf","1",0.829416663748732,"@united don't  offer a service if it doesn't work.  Private screening broken video, took internet connection 10m to come up to tweet this<U+2639><U+FE0F>",-73.91097,41.5964825,"new york"
"never fli worker disgrac societi edbdedbedbcedbfbb","1",0.802852494270194,"@united I am never flying with you again. Your workers are a disgrace to society <ed><U+00A0><U+00BD><ed><U+00B6><U+0095><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",-74.2401609,40.8298006,"new jersey"
"now tri find seat row reclin get straight answer pleas advis ale tco olxobf","1",0.995952541967067,"@united Now I am trying to find out if seats in row 31 recline?  I can't get a straight answer.  Please advise.  Al<U+2026> https://t.co/o36L6XoBfE",-74.0059413,40.7127837,"new york"
"check sprint ceo public immedi respons tonedeaf sky learn someth","1",0.791311084961802,"@latinorebels Check out the Sprint CEO's public, immediate response. @united the tone-deaf skies, could learn something",-75.9268747,40.3356483,"pennsylvania"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"rt deboard white st class flight attend said welcom peac","1",0.676997533171245,"RT @diWRECKtion: When I deboarded, The very white 1st class @united flight attendant said, \"you're welcome, peace out.\"",NA,NA,NA
"rt thank give us hotel voucher hotel fulli book spend night airport now tce","1",0.929795292985208,"RT @Juter227: Thanks @united for giving us hotel vouchers for a hotel that's fully booked. Spending my night in the airport now. http://t.c<U+2026>",NA,NA,NA
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"famili indiana avoid cancel explor card done amp other support hanniti","1",0.849297929596686,"My family in Indiana avoiding/canceling @AngiesList @charmin @geico @united explorer card (done!) @StateFarm &amp; others supporting Hannity.",-74.0059413,40.7127837,"new york"
"loveh pplu admit tho handl well timetook nail unitedairlin tco ofopwrea","2",0.871841183345398,"#Love2Hate these ppl.U have 2 admit tho @united handled it WELL this time!Took a while but nailed it
#unitedAIRLINES https://t.co/Of4o2pwREa",-74.0059413,40.7127837,"new york"
"got love type ppl u admit though handl well timetook nail tco ofopwrea","2",0.995708021698808,"GOT TO love these types of ppl. U have 2 admit though @united handled it WELL this time!(took a while but nailed it) https://t.co/Of4o2pwREa",-74.0059413,40.7127837,"new york"
"relax secur need remov anyth bag person just walk scanner easi","1",0.766635127300748,"@AskTSA Have you relaxed your security @united @EWRairport ? No need to remove anything from bags or person, just walk through scanner #easy",NA,NA,NA
"rt woman also refus give seat tco ltlemxv","1",0.828297979915576,"RT @AlamoNYC: This woman also refused to give up her seat on @united https://t.co/lT67LeMxVE",NA,NA,NA
"hey gang need fix lack power outlet ewr loung none round tabl function enuff wall","1",0.99229346756124,"@united hey gang... You need to fix the lack of power outlets at EWR lounge. None of the round tables are functional. And not enuff on wall.",-121.4252227,37.7396513,"california"
"get togeth","1",0.653011270853212,"@united get it together",-74.4518188,40.4862157,"new jersey"
"cs lost baggag thru txl today status loyalti noth cloth ampmichelinrez bday tmrrwfml","1",0.980453085728095,"@united  no CS on lost baggage thru TXL today. status/loyalty is nothing. no clothes &amp;michelin*rez for my bday tmrrw.FML",-74.0059413,40.7127837,"new york"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",-73.7948516,40.7282239,"new york"
"attend talk passeng man guy public roll","1",0.871122810908771,"Having @United attendants talk down to passengers. Man you guys are on a publicity roll.",-82.5306527,27.3364347,"florida"
"nope telemarket robocal next question mani time today wish same tco hjdvdjd","1",0.5,"@Sudsanity @united Nope, it was a telemarketing robocall. 0/1
Next question, how many times today have I wished Sam<U+2026> https://t.co/HjdVD06j5d",-81.5157535,27.6648274,"florida"
"shame run air forc one","1",0.798032692006017,"Shame @united doesn't run air force one",-74.0059413,40.7127837,"new york"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"just pay free altern work like old tv rural chile eb s shittyairlin","2",0.5724712972655,"I just payed $16 for @DIRECTV at @united (no free alternative). It worked like an old TV in rural Chile during a <U+26C8> in the 90s #shittyAirline",-74.0059413,40.7127837,"new york"
"ua may delay hour due mechan issu per agent disgust ua becom late","1",0.971014760342102,"@united UA380, May 22 2017.  We'd a delayed of 5hours, due to Mechanical issues as per Agent.  I'm very disgusting how UA has become lately.",-81.5157535,27.6648274,"florida"
"bad end great weekend tco vywyjsh","2",0.709182316270023,"Bad end to a great weekend @united https://t.co/v0Ywy3Jsh3",-111.6408821,38.4113389,"utah"
"test right now will see sync","2",0.731443055133355,"@sabre1041 @united @CharlesRishard testing it right now. Will see if it synced.",-73.9441579,40.6781784,"new york"
"just call phone","1",0.731056958866557,"@Sudsanity @united Who just called my phone?",-81.5157535,27.6648274,"florida"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"ac just right hard judg st year lot talent team le tco uecziwx","2",0.551491222236988,"@depinto @united 1) AC is just right
2) Hard to judge from a 1st year, but there's a lot of talent on the team. I'l<U+2026> https://t.co/u2EcZi4W4X",-82.5306527,27.3364347,"florida"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"rt woman also refus give seat tco ltlemxv","1",0.828297979915576,"RT @AlamoNYC: This woman also refused to give up her seat on @united https://t.co/lT67LeMxVE",NA,NA,NA
"stuck club hour ask anyth way home","1",0.988166364340353,"I'm stuck in the @united club for an hour. Ask me anything on my way home.",-82.5306527,27.3364347,"florida"
"rt damn social media person piss laughingoh wait now diffe","2",0.689450930326986,"RT @GeorgeSmolar: .@MTA @united Damn you @MTAServiceAlert social media person...can't be pissed when I'm laughing...oh wait now I'm a diffe<U+2026>",NA,NA,NA
"hope upgrad economi plus mayb go wrong way","1",0.76359245573411,"@Enigmadecoder @united I was hoping for an upgrade to Economy Plus. Maybe I'm going about this the wrong way.",-75.7496572,39.6837226,"delaware"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",-80.223589,36.539389,"north carolina"
"rt srsli time switch airlin away guy front reclin need surgeri flown m mie","1",0.972141485950127,"RT @djsiry: It's srsly time to switch airlines away from @united. If the guy in front of me reclines I'll need surgery. (I've flown 1.3M mi<U+2026>",NA,NA,NA
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",-96.9063,32.631129,"texas"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"time think reregul airlin industri","1",0.630828664376516,"@adventuregirl time to think about REregulating the airline industry. @Delta @united @northwest",-98.7481167,36.7181862,"oklahoma"
"rt give back custom great weekend terribl custom servic te","1",0.916985653653943,"RT @Jrellzzz: How @united gives back to their customers! Great weekend. Terrible customer service. @juliecardella @TracieDossick https://t.<U+2026>",-75.1652215,39.9525839,"pennsylvania"
"k mile round trip domest flight robberi trip will cancel program amp find airlin valu custom","1",0.939064781748508,".@united 50k miles for round trip domestic flight is robbery. After trip will cancel out of program &amp; find airline that values customers",-75.1652215,39.9525839,"pennsylvania"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"mean unit american hate everyon suck","1",0.940476357104967,"@cowbandit03 @SouthwestAir @united @AmericanAir I mean, United and American hate everyone as is; they all suck.",-74.0059413,40.7127837,"new york"
"give back custom great weekend terribl custom servic tco sguevslr","1",0.890496223456059,"How @united gives back to their customers! Great weekend. Terrible customer service. @juliecardella @TracieDossick https://t.co/sGUEvSL96R",-74.0059413,40.7127837,"new york"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"can alreadi tell fli go pain five account secur question complet just tco puihjuqak","1",0.99068842051195,"I can already tell flying @united is going to be painful. Five account security questions! I'll complete this just<U+2026> https://t.co/PUIH3JuqAK",-75.7496572,39.6837226,"delaware"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"pay first class upgrad gain point mile flight","1",0.789384674887982,"@united if I pay for a first class upgrade do I gain more points/miles  on my flight?",-74.0323626,40.7439905,"new jersey"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",-87.6297982,41.8781136,"illinois"
"yes cours answer one know bag mileageplus member yrs","1",0.720701584486479,"@united Yes. Of course. No answers. No one know where our bags are. MileagePlus members over 20yrs",-117.3961564,33.9533487,"california"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",-102.4107493,34.2331373,"texas"
"respons two hour sinc dmd","1",0.978468611541071,"@united Haven't had a response in two hours since I DM'd.",-73.9805817,40.6681038,"new york"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",-82.3157094,39.8487918,"ohio"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",-96.7969879,32.7766642,"texas"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",-87.6297982,41.8781136,"illinois"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",-73.7874983,40.8468202,"new york"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"fault schedul flight game time wifi need swap ple tco kbsfncjr","1",0.937931787143994,"@united My fault for scheduling my flight during game time, but no wifi or @DTV_satellite? I need my @cavs. Swap pl<U+2026> https://t.co/K0b4sFNCjR",-81.6943605,41.49932,"ohio"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"show us lack empathi destroy brand via tco nrxyszx pr valu","2",0.552188441496793,"@United showed us how lack of empathy destroys your #brand via @redslice https://t.co/NrX1y2szXe #PR #values",-74.2609903,40.7489277,"new jersey"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",-73.99153,40.715839,"new york"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",-122.2913078,37.8271784,"california"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",-90.0715323,29.9510658,"louisiana"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",-87.6297982,41.8781136,"illinois"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",-90.1994042,38.6270025,"missouri"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",-122.4387125,37.8006178,"california"
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",NA,NA,NA
"rt poetic justic passeng flight chant lock belliger trump support get kick tco re","1",0.868031889339247,"RT @TheRoot: Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off https://t.co/R<U+2026>",-118.2436849,34.0522342,"california"
"poetic justic passeng flight chant lock belliger trump support get kick e tco rrvpispwpl","1",0.868031889339247,"Poetic Justice: Passengers on @United flight chant 'Lock him up' as belligerent Trump supporter gets kicked off<U+2026> https://t.co/RrvPispwPl",-74.0059413,40.7127837,"new york"
